30,75,23.5,10.2,3.3,7.2,45.2,1.5,3.6,41.9,2.2,2.5,86.8,0.4,1.7,2.1,3.8,1.6,0.7,0,1.3,19,2,0,-1.7,101.6,105.5,-3.9,25.1,2.33,27.9,1.6,7.2,4.4,11.9,55.7,61.5,18,100.4,10.7,0,1
22,22,3.2,1,0.4,0.7,56.3,0.1,0.2,40,0,0.1,50,0.1,0.4,0.5,0.1,0.2,0.1,0,0.3,2.1,0,0,-1.9,82.2,110.7,-28.4,7.5,0.75,12.5,2.9,15.7,8.3,16.7,62.5,62.2,12.7,101.94,6.5,0,1
22,48,25.7,15.5,5.8,14,41.4,1.9,5.8,32.4,2,2.7,74,0.6,3.3,3.9,5.2,3.1,0.8,0.4,1.9,28.2,5,1,-3.8,104,110.9,-6.9,34.8,1.69,22.2,2.3,12.2,7.2,13.1,48.1,50.9,29.2,104.31,10.9,0,1
22,31,5.2,1.8,0.7,1.3,56.4,0,0,0,0.4,0.6,55,0.5,0.6,1.1,0.3,0.1,0.2,0.3,0.9,4.7,0,0,1.1,96.7,87,9.6,8.3,2.67,13.3,9.9,11.1,10.5,5,56.4,57.5,13.7,98.9,8.9,0,1
23,15,5.9,1.7,0.7,1.5,50,0,0,0,0.2,0.3,60,0.3,0.6,0.9,0.1,0.3,0.1,0.2,0.9,3.5,0,0,0,97.3,96.8,0.5,3.7,0.5,6.7,6,9.3,7.8,13.3,50,51.7,14.1,100.37,3.3,0,1
27,73,36.6,26.9,8.5,19.4,43.9,3.1,8.6,36.1,6.8,7.4,91.6,0.8,3.6,4.5,6.6,2.8,1.1,0.4,1.6,43.6,11,0,4.7,110.1,104,6.2,30.1,2.33,20.8,2.2,9.4,5.8,8.9,51.9,59.4,29.3,99.12,16.5,1,2
38,19,8,1.7,0.7,2.1,33.3,0.2,0.9,22.2,0.2,0.2,75,0.3,0.6,0.8,0.5,0.3,0.1,0.1,0.4,3.7,0,0,1.4,108.8,103.6,5.2,7.5,1.8,16.4,3.1,7.2,5.1,9.1,38.5,40.5,12.3,98.58,3.4,0,1
25,15,27,10.7,4.1,10.1,40.8,1,4,25,1.5,1.9,75.9,0.7,4,4.7,1.9,0.9,1.3,0.1,1.7,22.4,0,0,-1.6,100.1,103.7,-3.6,10.9,2.07,14.1,2.4,13.8,8,6.8,45.7,48.9,18.1,102.85,8.6,0,1
24,44,10.8,4.1,1.6,3.7,44.7,0.5,1.5,32.4,0.4,0.5,69.6,0.2,1.7,1.9,0.7,0.4,0.3,0,0.8,8.1,2,0,-0.9,98.3,100.5,-2.2,9.8,1.82,14.3,1.8,14.2,8.2,7.8,51.6,53.2,16.8,100.34,9.2,0,1
26,63,14.9,5.3,2,3.7,54.1,0.3,0.9,31,1,1.3,75.3,1.4,2.9,4.3,0.9,0.9,0.5,0.8,2.5,14.6,2,0,0,101.4,101,0.4,9.9,1,14.7,9.2,18.9,14.1,14.7,57.9,61.6,14.8,99.3,10.5,0,1
29,21,32,15.3,4.9,12.2,39.8,1.7,5.3,32.4,3.9,4.1,93.1,0.4,4.4,4.8,2,1.2,0.6,0.5,1.4,26,0,0,0.5,104.1,103.1,0.9,9.7,1.58,11.3,1.3,13.3,7.3,7.2,46.9,54.5,20.4,98.71,10.3,0,1
31,70,25.6,8.6,3.1,8,38.7,1.7,4.6,36.3,0.7,0.9,76.9,0.6,3,3.6,1.6,1.1,0.9,1.1,1.7,20.3,0,0,1.3,103.8,101.7,2.1,8.9,1.49,14.2,2.2,11.5,6.8,9.6,49,50.9,16.1,96.87,7.3,0,1
31,73,21.4,5.7,2.2,5,45.1,0.8,2.3,34.5,0.4,0.7,59.6,1.1,3,4.1,0.7,0.5,0.5,0.4,1.5,14,1,0,-1.1,104.8,106.5,-1.7,4.2,1.45,10.3,4.9,13.3,9.2,7.1,53,53.9,11.3,103.2,6.5,0,1
